檔案名稱,分類,財產編號,登錄號分號,財產名稱,原始價值,數量,帳面價值,使用年限,購置日期
N07北大_110學年度財務報告.pdf,,6070201-000083,,陳列用具-辦公桌,"4,000",1,"4,000",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070201-000084,,陳列用具-辦公桌,"4,000",1,"4,000",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070201-000085,,陳列用具-辦公桌,"4,000",1,"4,000",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070201-000086,,陳列用具-辦公桌,"4,000",1,"4,000",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070201-000087,,陳列用具-辦公桌,"4,000",1,"4,000",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070202-000156,,陳列用具-辦公椅,"1,200",1,"1,200",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070202-000157,,陳列用具-辦公椅,"1,200",1,"1,200",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070202-000158,,陳列用具-辦公椅,"1,200",1,"1,200",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070202-000159,,陳列用具-辦公椅,"1,200",1,"1,200",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070202-000163,,陳列用具-辦公椅,"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070202-000164,,陳列用具-辦公椅,"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070202-000165,,陳列用具-辦公椅,"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070202-000166,,陳列用具-辦公椅,"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070203-000041,,陳列用具-電腦桌,"4,132",1,"4,132",5,106/12/28
N07北大_110學年度財務報告.pdf,,6070204-000077,,陳列用具-電腦椅,"2,768",1,"2,768",5,106/12/28
N07北大_110學年度財務報告.pdf,,6070214-000002,,陳列用具-床,"6,850",1,"6,850",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070216-000006,,陳列用具-圓桌,"4,000",1,"4,000",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000019,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000020,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000021,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000022,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000023,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000024,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000025,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000026,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000027,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000028,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000029,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000030,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000031,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000032,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000033,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000034,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000035,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000036,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000037,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000038,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000039,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000040,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000041,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000042,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000043,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000044,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000045,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000046,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000047,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000048,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000049,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000050,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000051,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000052,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000053,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000054,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000055,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000056,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000057,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070224-000058,,陳列用具-學生桌,"4,600",1,"4,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070226-000182,,陳列用具-鐵櫃,"6,732",1,"6,732",5,106/12/28
N07北大_110學年度財務報告.pdf,,6070226-000183,,陳列用具-鐵櫃,"6,732",1,"6,732",5,106/12/28
N07北大_110學年度財務報告.pdf,,6070226-000184,,陳列用具-鐵櫃,"6,732",1,"6,732",5,106/12/28
N07北大_110學年度財務報告.pdf,,6070226-000185,,陳列用具-鐵櫃,"6,732",1,"6,732",5,106/12/28
N07北大_110學年度財務報告.pdf,,6070226-000186,,陳列用具-鐵櫃,"6,732",1,"6,732",5,106/12/28
N07北大_110學年度財務報告.pdf,,6070227-000077,,陳列用具-活動櫃(桌邊櫃),"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070227-000078,,陳列用具-活動櫃(桌邊櫃),"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070227-000079,,陳列用具-活動櫃(桌邊櫃),"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070227-000080,,陳列用具-活動櫃(桌邊櫃),"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070227-000081,,陳列用具-活動櫃(桌邊櫃),"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070227-000082,,陳列用具-活動櫃(桌邊櫃),"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070227-000083,,陳列用具-活動櫃(桌邊櫃),"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070227-000084,,陳列用具-活動櫃(桌邊櫃),"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070230-000003,,陳列用具-講台,"4,500",1,"4,500",3,106/11/17
N07北大_110學年度財務報告.pdf,,6070230-000004,,陳列用具-講台,"4,500",1,"4,500",3,106/11/17
N07北大_110學年度財務報告.pdf,,6070230-000005,,陳列用具-講台,"4,500",1,"4,500",3,106/11/17
N07北大_110學年度財務報告.pdf,,6070247-000001,,陳列用具-會議椅,"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070247-000002,,陳列用具-會議椅,"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070247-000003,,陳列用具-會議椅,"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070247-000004,,陳列用具-會議椅,"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070247-000005,,陳列用具-會議椅,"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070247-000006,,陳列用具-會議椅,"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070247-000007,,陳列用具-會議椅,"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6070247-000008,,陳列用具-會議椅,"1,600",1,"1,600",5,106/11/17
N07北大_110學年度財務報告.pdf,,6080501-000013,,攝影用具-攝影機,"7,540",1,"7,540",5,106/12/28
N07北大_110學年度財務報告.pdf,,6080501-000014,,攝影用具-攝影機,"7,540",1,"7,540",5,106/12/28
N07北大_110學年度財務報告.pdf,,6080501-000015,,攝影用具-攝影機,"7,540",1,"7,540",5,106/12/28
N07北大_110學年度財務報告.pdf,,6080501-000016,,攝影用具-攝影機,"7,540",1,"7,540",5,106/12/28
N07北大_110學年度財務報告.pdf,,6080501-000088,,攝影用具-攝影機,"7,179",1,"7,179",5,106/12/28
N07北大_110學年度財務報告.pdf,,6100124-000001,,護理用具-視力檢查器,"6,800",1,"6,800",5,106/11/17
N07北大_110學年度財務報告.pdf,,303040230-000007,,空氣調節或通風系統,"30,909",1,"15,609",8,106/12/28
N07北大_110學年度財務報告.pdf,,303040230-000008,,空氣調節或通風系統,"30,909",1,"15,609",8,106/12/28
N07北大_110學年度財務報告.pdf,,303040230-000009,,空氣調節或通風系統,"30,909",1,"15,609",8,106/12/28
N07北大_110學年度財務報告.pdf,,303040230-000010,,空氣調節或通風系統,"30,909",1,"15,609",8,106/12/28
N07北大_110學年度財務報告.pdf,,303040230-000011,,空氣調節或通風系統,"30,909",1,"15,609",8,106/12/28
N07北大_110學年度財務報告.pdf,,303040230-000012,,空氣調節或通風系統,"30,909",1,"15,609",8,106/12/28
N07北大_110學年度財務報告.pdf,,303040230-000013,,空氣調節或通風系統,"30,909",1,"15,609",8,106/12/28
N07北大_110學年度財務報告.pdf,,303040230-000014,,空氣調節或通風系統,"30,909",1,"15,609",8,106/12/28
N07北大_110學年度財務報告.pdf,,303040230-000015,,空氣調節或通風系統,"30,909",1,"15,609",8,106/12/28
N07北大_110學年度財務報告.pdf,,303040230-000016,,空氣調節或通風系統,"30,909",1,"15,609",8,106/12/28
N07北大_110學年度財務報告.pdf,,308010306-000001,,載客升降機-電梯,"1,092,686",1,"659,982",10,106/12/28
N07北大_110學年度財務報告.pdf,,311010123-000002,,電子身高體重器,"35,000",1,"6,702",5,106/11/16
N07北大_110學年度財務報告.pdf,,314010103-000274,,個人電腦,"23,562",1,236,4,106/12/28
N07北大_110學年度財務報告.pdf,,314030817-000068,,數位投影機,"22,245",1,"11,233",5,108/06/27
N07北大_110學年度財務報告.pdf,,314030817-000069,,數位投影機,"22,245",1,"11,233",5,108/06/27
N07北大_110學年度財務報告.pdf,,314040318-000024,,網路交換器,"18,000",1,180,4,106/07/19
N07北大_110學年度財務報告.pdf,,314040318-000025,,網路交換器,"18,000",1,180,4,106/07/19
N07北大_110學年度財務報告.pdf,,405030325-000026,,麥克風,"18,500",1,"18,500",8,111/06/23
N07北大_110學年度財務報告.pdf,,405030332-000022,,綜合擴大機,"101,700",1,"101,700",5,111/06/23
N07北大_110學年度財務報告.pdf,,405040213-000001,,監視器,"10,552",1,"2,195",5,106/12/28
N07北大_110學年度財務報告.pdf,,405040213-000002,,監視器,"10,552",1,"2,195",5,106/12/28
N07北大_110學年度財務報告.pdf,,405040213-000003,,監視器,"10,552",1,"2,195",5,106/12/28
N07北大_110學年度財務報告.pdf,,405040213-000026,,監視器,"15,989",1,"3,325",5,106/12/28
N07北大_110學年度財務報告.pdf,,405040213-000027,,監視器,"15,989",1,"3,325",5,106/12/28
N07北大_110學年度財務報告.pdf,,405040214-000001,,監視系統,"67,200",1,"67,200",8,111/05/04
N07北大_110學年度財務報告.pdf,,501010608-000001,,冷氣送風機,"18,000",1,"3,447",5,106/11/17
N07北大_110學年度財務報告.pdf,,501010608-000140,,冷氣送風機,"18,275",1,"3,801",5,106/12/28
N07北大_110學年度財務報告.pdf,,501010608-000141,,冷氣送風機,"18,275",1,"3,801",5,106/12/28
N07北大_110學年度財務報告.pdf,,501010608-000142,,冷氣送風機,"18,275",1,"3,801",5,106/12/28
